Name der Einrichtung;Strasse mit Hausnummer;Postleitzahl;Stadt;E-Mail-Adresse;Detail-Link
Caritas-AufWind;Hauptstraße 87;57482;Wenden;InfoCAW@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5183&cHash=d82f55eea9cbb445a80a0abca2f73cec
InfoCAW(at)Caritas-Olpe.de;Hauptstraße 87;57482;Wenden;InfoCAW@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-AufWind;Gartenstraße 6;57368;Lennestadt;InfoCALK@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5185&cHash=39e17c9cd94d76134f2f5182dab53266
InfoCALK(at)Caritas-Olpe.de;Gartenstraße 6;57368;Lennestadt;InfoCALK@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-AufWind;Schüldernhof 6;57439;Attendorn;InfoCAA@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5187&cHash=8f64ccb88e2ed060328a88877c5fe2a3
InfoCAA(at)Caritas-Olpe.de;Schüldernhof 6;57439;Attendorn;InfoCAA@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-AufWind;Bamenohler Straße 248;57413;Finnentrop;InfoCAF@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5190&cHash=82c4a01182a7565be108242be5f8466e
InfoCAF(at)Caritas-Olpe.de;Bamenohler Straße 248;57413;Finnentrop;InfoCAF@Caritas-Olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-AufWind;Kolpingstraße 62;57462;Olpe;infoCAO@caritas-olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5192&cHash=e55d4934d01caa30568355c347d44b70
infoCAO(at)caritas-olpe.de;Kolpingstraße 62;57462;Olpe;infoCAO@caritas-olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Fachambulanz für junge Suchtkranke;"Arnulfstraße 83; 3. OG";80634;München;suchtambulanzm@caritasmuenchen.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6027&cHash=491032fe6e35efa80b4b222552694c4e
suchtambulanzm(at)caritasmuenchen.org;"Arnulfstraße 83; 3. OG";80634;München;suchtambulanzm@caritasmuenchen.org;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Suchtberatungsstelle Rathenow;Große-Milower-Str. 17;14712;Rathenow;suchtberatung-rathenow@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6073&cHash=c5903597ac3c759d1d6c18a220ced245
suchtberatung-rathenow(at)caritas-brandenburg.de;Große-Milower-Str. 17;14712;Rathenow;suchtberatung-rathenow@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Suchtfachambulanz Aichach;Münchener Straße 19;86551;Aichach;suchtfachambulanz.aichach@caritas-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5258&cHash=6004ae73ffe76d3084999965871f76bd
suchtfachambulanz.aichach(at)caritas-augsburg.de;Münchener Straße 19;86551;Aichach;suchtfachambulanz.aichach@caritas-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Suchthilfe;Nordstr. 2a;42489;Wülfrath;suchthilfe@caritas-mettmann.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4420&cHash=dc4db6579091dbafbb3acf1a778c2947
suchthilfe(at)caritas-mettmann.de;Nordstr. 2a;42489;Wülfrath;suchthilfe@caritas-mettmann.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Dachau;Landsberger Str. 11;85221;Dachau;suchtberatung-dachau@caritasmuenchen.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5437&cHash=5ef59f25c54f78d194b8d2b298059c95
suchtberatung-dachau(at)caritasmuenchen.org;Landsberger Str. 11;85221;Dachau;suchtberatung-dachau@caritasmuenchen.org;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum für Sucht- und Drogenhilfe Fulda;Wilhelmstr. 10;36037;Fulda;suchtunddrogen@caritas-fulda.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4879&cHash=bb2c0cff05259276e7937a440d120585
suchtunddrogen(at)caritas-fulda.de;Wilhelmstr. 10;36037;Fulda;suchtunddrogen@caritas-fulda.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Germersheim;17er Straße 1;76726;Germersheim;caritas-zentrum.germersheim@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4367&cHash=d004763d11efa6d881f96d9c5c923a1c
caritas-zentrum.germersheim(at)caritas-speyer.de;17er Straße 1;76726;Germersheim;caritas-zentrum.germersheim@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Germersheim;Mozartstraße 5;76744;Wörth;caritas-zentrum.germersheim@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6161&cHash=dd22186e18b1c0a6d5b92fc08b526bb5
caritas-zentrum.germersheim(at)caritas-speyer.de;Mozartstraße 5;76744;Wörth;caritas-zentrum.germersheim@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Kaiserslautern;Engelsgasse 1;67657;Kaiserslautern;Suchtberatung.Kaiserslautern@Caritas-Speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4699&cHash=16844f4eb172f2b3b04f34d2800b716b
Suchtberatung.Kaiserslautern(at)Caritas-Speyer.de;Engelsgasse 1;67657;Kaiserslautern;Suchtberatung.Kaiserslautern@Caritas-Speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Saarpfalz;Kaiserstr. 63;66386;St. Ingbert;caritas-zentrum.saarpfalz@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4482&cHash=997099cc7e2f2c07dba81f203b303ede
caritas-zentrum.saarpfalz(at)caritas-speyer.de;Kaiserstr. 63;66386;St. Ingbert;caritas-zentrum.saarpfalz@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Saarpfalz;Schanzstraße 4;66424;Homburg;caritas-zentrum.saarpfalz@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5440&cHash=0a79fcaf37509949bf5eadc3a31980ae
caritas-zentrum.saarpfalz(at)caritas-speyer.de;Schanzstraße 4;66424;Homburg;caritas-zentrum.saarpfalz@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Saarpfalz;Kaiserstraße 63;66386;St. Ingbert;caritas-zentrum.saarpfalz@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5441&cHash=a972c8eaf3a8c1f9c8e4525d8c874425
caritas-zentrum.saarpfalz(at)caritas-speyer.de;Kaiserstraße 63;66386;St. Ingbert;caritas-zentrum.saarpfalz@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritas-Zentrum Speyer;Ludwigstraße 13a;67346;Speyer;Suchtberatung.speyer@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4378&cHash=5904dbcb8a92d587e1d70e01b214f340
Suchtberatung.speyer(at)caritas-speyer.de;Ludwigstraße 13a;67346;Speyer;Suchtberatung.speyer@caritas-speyer.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasregion Eichsfeld/Nordthüringen Suchtberatung;Lisztstraße 2;37327;Leinefelde-Worbis OT Leinefelde;sucht-lfd@caritas-bistum-erfurt.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5927&cHash=8b8dc3deeaf499b8f4d95ed58a041ff0
sucht-lfd(at)caritas-bistum-erfurt.de;Lisztstraße 2;37327;Leinefelde-Worbis OT Leinefelde;sucht-lfd@caritas-bistum-erfurt.de;https://www.dhs.de/service/suchthilfeverzeichnis/
CaritasSozialdienste Rhein Kreis Neuss GmbH Fachambulanz für Suchtkranke;Rheydter Str. 176;41464;Neuss;fachambulanz@caritas-neuss.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4035&cHash=6a9c1315bce996a961f6a7593b992047
fachambulanz(at)caritas-neuss.de;Rheydter Str. 176;41464;Neuss;fachambulanz@caritas-neuss.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Betzdorf;Wagnerstr. 1;57518;Betzdorf;suchtberatung@caritas-betzdorf.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4040&cHash=4d85636bc2cef606558419f767523119
suchtberatung(at)caritas-betzdorf.de;Wagnerstr. 1;57518;Betzdorf;suchtberatung@caritas-betzdorf.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Bielefeld e.V.;Turnerstr. 4;33602;Bielefeld;sucht@caritas-bielefeld.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4425&cHash=a6a8d3094b5f6c4dc6adac5cbebe9a58
sucht(at)caritas-bielefeld.de;Turnerstr. 4;33602;Bielefeld;sucht@caritas-bielefeld.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Emsdetten-Greven e.V.;Bachstraße 15;48282;Emsdetten;beratung@caritas-emsdetten-greven.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5316&cHash=fa3756503e6a2377f0777bd0a2e9a54f
beratung(at)caritas-emsdetten-greven.de;Bachstraße 15;48282;Emsdetten;beratung@caritas-emsdetten-greven.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Emsdetten-Greven e.V.;Kirchstraße 5;48268;Greven;beratung@caritas-emsdetten-greven.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5317&cHash=ed82636c2eba898d208a32ddd9c4aadf
beratung(at)caritas-emsdetten-greven.de;Kirchstraße 5;48268;Greven;beratung@caritas-emsdetten-greven.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband für das Erzbistum Berlin e.V.;Stralsunder Straße 20;16515;Oranienburg;suchtberatung-oranienburg@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4459&cHash=26a2547265a637a376bf00673acf5a4e
suchtberatung-oranienburg(at)caritas-brandenburg.de;Stralsunder Straße 20;16515;Oranienburg;suchtberatung-oranienburg@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband für die Landkreise Diepholz und Nienburg li. der Weser e.V.;Steller Straße 13;27239;Twistringen;suchtberatung@caritas-bremen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4654&cHash=76cfb4d4147b59fa8d8a4631ba851d89
suchtberatung(at)caritas-bremen.de;Steller Straße 13;27239;Twistringen;suchtberatung@caritas-bremen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband für die Stadt und den Landkreis Osnabrück;Johannisstr. 91;49074;Osnabrück;Sucht.os@caritas-os.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4426&cHash=4747d6065a416a3d5bda9f36ef226037
Sucht.os(at)caritas-os.de;Johannisstr. 91;49074;Osnabrück;Sucht.os@caritas-os.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband für die Stadt und den Landkreis Osnabrück Fachambulanz für Suchtprävention und Rehabilitation Bersenbrück;Bürgermeister-Kreke-Straße 3;49593;Bersenbrück;;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5755&cHash=2f24234074711eb998d36de997066cf3
Caritasverband für die Stadt und den Landkreis Osnabrück Fachambulanz für Suchtprävention und Rehabilitation Melle;Kohlbrink 8;49593;Melle;sucht.os@caritas-os.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5756&cHash=3279caeb7a4da8527e8fa25ba120dd49
sucht.os(at)caritas-os.de;Kohlbrink 8;49593;Melle;sucht.os@caritas-os.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Iserlohn;Karlstrasse 15;58636;Iserlohn;t.kreklau@caritas-iserlohn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5751&cHash=f9ce37ebe8d91f5012eb3ce36914495f
t.kreklau(at)caritas-iserlohn.de;Karlstrasse 15;58636;Iserlohn;t.kreklau@caritas-iserlohn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Mosel-Eifel-Hunsrück e.V.;Herrenstraße 9;56812;Cochem;suchtberatung-cochem@caritas-meh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4428&cHash=107538fb6209510c6ddcf0c69825e315
suchtberatung-cochem(at)caritas-meh.de;Herrenstraße 9;56812;Cochem;suchtberatung-cochem@caritas-meh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Hunsrück-Nahe e. V.;Herzog-Reichhard-Str. 14;55469;Simmern;Simmern@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4358&cHash=d2ad43a5c37102778fef535701f829ff
Simmern(at)caritas-rhn.de;Herzog-Reichhard-Str. 14;55469;Simmern;Simmern@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Hunsrück-Nahe e.V.;Bahnstraße 26;55543;Bad Kreuznach;Bad-Kreuznach@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4340&cHash=a1f842bb2baa6cf127beb7fc544d5df3
Bad-Kreuznach(at)caritas-rhn.de;Bahnstraße 26;55543;Bad Kreuznach;Bad-Kreuznach@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Hunsrück-Nahe e.V.;Marienberger Straße 1;56254;Boppard;Boppard@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5674&cHash=82a36dca3708a6491ac2deb3d8e0feaf
Boppard(at)caritas-rhn.de;Marienberger Straße 1;56254;Boppard;Boppard@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Hunsrück-Nahe e.V. Boppard;Marienberger Straße 1;56154;Boppard;Boppard@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5935&cHash=97121cb3e88e2eb1ce4f7da384e52d2c
Boppard(at)caritas-rhn.de;Marienberger Straße 1;56154;Boppard;Boppard@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Hunsrück-Nahe e.V., Geschäftsstelle Idar-Oberstein;Friedrichstraße;55743;Idar-Oberstein;Idar-Oberstein@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4294&cHash=7d804841f03b369128678aff3e82643e
Idar-Oberstein(at)caritas-rhn.de;Friedrichstraße;55743;Idar-Oberstein;Idar-Oberstein@caritas-rhn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Sieg e.V.;Wilhelmstr. 155-157;53721;Siegburg;suchtberatung.siegburg@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4758&cHash=4c80eeab08b6f369cf4ebb549c07d910
suchtberatung.siegburg(at)caritas-rheinsieg.de;Wilhelmstr. 155-157;53721;Siegburg;suchtberatung.siegburg@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Sieg e.V.;Siegstr. 81;53783;Eitorf;suchtberatung.eitorf@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4759&cHash=931515d4d392c4e8ab0b3b9ac011e210
suchtberatung.eitorf(at)caritas-rheinsieg.de;Siegstr. 81;53783;Eitorf;suchtberatung.eitorf@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Sieg e.V.;Königstr. 25;53332;Bornheim;suchtberatung.bornheim@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4762&cHash=f4225a6e85f40e9153d4866095c204fb
suchtberatung.bornheim(at)caritas-rheinsieg.de;Königstr. 25;53332;Bornheim;suchtberatung.bornheim@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Rhein-Sieg e.V.;Pfarrgasse 6;53359;Rheinbach;suchtberatung.rheinbach@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4763&cHash=3686a2e3c78f0e015d29b9ac38143d61
suchtberatung.rheinbach(at)caritas-rheinsieg.de;Pfarrgasse 6;53359;Rheinbach;suchtberatung.rheinbach@caritas-rheinsieg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Saar-Hochwald e.V.;Trierer Straße 213;66663;Merzig;merzig@caritas-saar-hochwald.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5655&cHash=51f6b3de958e1293df487d95bcc6b9df
merzig(at)caritas-saar-hochwald.de;Trierer Straße 213;66663;Merzig;merzig@caritas-saar-hochwald.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Steinfurt e.V.;Emsdettenerstr. 22;48565;Steinfurt;suchtberatung@caritas-steinfurt.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6231&cHash=a67977c6ac40b23db2f1f3e3c47f1da4
suchtberatung(at)caritas-steinfurt.de;Emsdettenerstr. 22;48565;Steinfurt;suchtberatung@caritas-steinfurt.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Stendal;Stadtseeallee 1;39576;Stendal;suchtberatung@caritas-stendal.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4597&cHash=82d631fa74aee6e3958da193bed07c18
suchtberatung(at)caritas-stendal.de;Stadtseeallee 1;39576;Stendal;suchtberatung@caritas-stendal.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Westeifel e.V;Brodenheckstr.1;54634;Bitburg;caritas@caritas-westeifel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5931&cHash=90773678327a9b9eb2c65929852c6621
caritas(at)caritas-westeifel.de;Brodenheckstr.1;54634;Bitburg;caritas@caritas-westeifel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Westeifel e.V.;Kalvarienbergstraße 1;54595;Prüm;caritas@caritas-westeifel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6144&cHash=eaf640470e1d7a1a8819f7976e67470e
caritas(at)caritas-westeifel.de;Kalvarienbergstraße 1;54595;Prüm;caritas@caritas-westeifel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritasverband Westeifel e.V.;Mehrener Straße 1;54550;Daun;caritas@caritas-westeifel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6145&cHash=a417a55a25e405d90cad8beb90c8ea94
caritas(at)caritas-westeifel.de;Mehrener Straße 1;54550;Daun;caritas@caritas-westeifel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Caritaszentrum Rüsselsheim - Integrierte Jugend-, Drogen- und Suchtberatung;Virchowstraße 23;65428;Rüsselsheim;suchtberatung-ruesselsheim@cv-offenbach.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5061&cHash=8c3e4b980a013f564ee8f1f006741dd1
suchtberatung-ruesselsheim(at)cv-offenbach.de;Virchowstraße 23;65428;Rüsselsheim;suchtberatung-ruesselsheim@cv-offenbach.de;https://www.dhs.de/service/suchthilfeverzeichnis/
